"Index","Commit","MappedCommit","Parents","Date","Author","Subject","Category","Disposition","PortCommit","Notes"
"31","442cc4ce0f3c4546aa97ff37eca7403029806135","bd922c4a4a567409410c1051926c2bbc3cd8439a","6cc9fe44c37e32b5ec8be9710bc5bdd67f90b4ff","2023-07-26T07:41:39-07:00","IntegraMOD","Update mysqli.php","upstream","merged","8390004044",""
"32","d30bf5c9ac1ad39702fbf2595bc92c5f3536a494","a03b196704c5cb0b691dd8fd82cb626d604117dc","442cc4ce0f3c4546aa97ff37eca7403029806135","2023-08-26T10:51:03-07:00","IntegraMOD","left over","upstream","merged","8390004044",""
"33","76ae0f3239545cf3b450cd30cef17bd7b034bc08","dd3458ec757737c27873fd5902a601392253f03c","6cc9fe44c37e32b5ec8be9710bc5bdd67f90b4ff","2023-08-01T15:40:26+02:00","vendethiel","Add docker file and run bash script","upstream","merged","8390004044",""
"34","e4a96b94b023423978e7fab297597348b2da303f","75d1ecbc2f6f8eef86521731625123e9008fa9dc","6cc9fe44c37e32b5ec8be9710bc5bdd67f90b4ff 76ae0f3239545cf3b450cd30cef17bd7b034bc08","2023-08-20T19:30:52-07:00","IntegraMOD","Merge pull request #1 from IntegraMOD/docker","upstream","merged","8390004044",""
"35","66ed532a569030eb2e889ac80c7b2b2c8426c493","d24a178f2eddf2d8074cd2b02df421c2136b5bdd","d30bf5c9ac1ad39702fbf2595bc92c5f3536a494 e4a96b94b023423978e7fab297597348b2da303f","2023-08-26T10:54:14-07:00","IntegraMOD","Merge branch 'main' of https://github.com/IntegraMOD/phpBB2x","upstream","merged","8390004044",""
"36","f7fffa1c15b8b98575e03549c56b6fa6f22a9aa1","fcc34808569e342e88ecbcd9494497adb4caadf4","66ed532a569030eb2e889ac80c7b2b2c8426c493","2023-08-27T16:20:34-07:00","IntegraMOD","reset","upstream","merged","8390004044",""
"37","c29f4f2cfaa165d7571d3a76665bc167ab83bbd7","5c144a5c4c6949afa2d5fce417f41ca5797a74f3","f7fffa1c15b8b98575e03549c56b6fa6f22a9aa1","2023-08-28T07:31:16-07:00","IntegraMOD","Update mysqli.php","upstream","merged","8390004044",""
"38","43143bfc4dad30e753afb0c5bc2a6db51f0de237","7b5fff44da1243f28ee2bd3d5a7e39fada861824","c29f4f2cfaa165d7571d3a76665bc167ab83bbd7","2023-09-01T11:32:39-07:00","IntegraMOD","debugging DEBUG","upstream","merged","8390004044",""
"39","4c421a1c7ed4c44dc0bc976fdf37c7df344adeec","9ebf711eef33a6d431be4b7ebd8576cc73b76ba5","43143bfc4dad30e753afb0c5bc2a6db51f0de237","2023-09-20T08:05:23-07:00","IntegraMOD","fa update","upstream","merged","8390004044",""
"40","5e6e8f24563b7945eda174158dce84e7ab98ed1b","18803b9cdfa72c444036826379aac63a2d497ac2","4c421a1c7ed4c44dc0bc976fdf37c7df344adeec","2024-05-06T20:48:31-07:00","IntegraMOD","Update sessions.php","upstream","merged","8390004044",""
"41","87e5f6a82ec4ca1b62daeb5e5b6fe460dcb94abc","7710753ab8f7259783a1c1ecfc6214e7034e1459","5e6e8f24563b7945eda174158dce84e7ab98ed1b","2024-05-13T17:29:32-07:00","IntegraMOD","added responsive class to index","upstream","merged","8390004044",""
"42","58969e0338ed144d42539d977dadcfc82e0f33b1","2c8148e6028f230d39721466cb9bbb0bc5e09ab2","87e5f6a82ec4ca1b62daeb5e5b6fe460dcb94abc","2024-05-13T17:45:03-07:00","IntegraMOD","Update sessions.php","upstream","merged","8390004044",""
"43","4a4875ff21d8f4ff7c1a162ced173928547fa804","4a3d9590a72ddf6911d4a3be5dd410ad4412319e","58969e0338ed144d42539d977dadcfc82e0f33b1","2024-05-13T17:53:25-07:00","IntegraMOD","responsive update","upstream","merged","8390004044",""
"44","ee8d335d1d22a6d792992bfb3d11611fe0dd57ce","25bc335fd74b60c91de17db678cce72034b944a2","4a4875ff21d8f4ff7c1a162ced173928547fa804","2024-05-13T18:33:50-07:00","IntegraMOD","updated fontawsome","upstream","merged","8390004044",""
"45","95692065b7908aae31d65f2f142b12f7ec9692a3","8bdfe6ce4b1eb7c5b631245a4944842366b46d3f","ee8d335d1d22a6d792992bfb3d11611fe0dd57ce","2024-05-13T20:46:23-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"46","f5e9a6ceb274c29b38d9a4e1caf648690f82a117","a70f7002e91bce5497feecebe506574aa894f73d","95692065b7908aae31d65f2f142b12f7ec9692a3","2024-05-14T18:40:57-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"47","711f3c19c8a4e1a806caa7575ff1d940efad6248","8c5187d9d6747d1de880783327ea8c15acc8cd9c","f5e9a6ceb274c29b38d9a4e1caf648690f82a117","2024-05-14T19:27:16-07:00","IntegraMOD","fixed install","upstream","merged","8390004044",""
"48","672520c748da828d1cdbaff4c4b66e44c73e88d5","1c155cdea18539ee9171def4c713694bf24d65df","711f3c19c8a4e1a806caa7575ff1d940efad6248","2024-06-02T20:29:55-07:00","IntegraMOD","responsive","upstream","merged","8390004044",""
"49","fe1f75a293ad3387d849ea7a8f4907ffe280f980","683b2f55f9a73c962d2419c1e66dcb6f4ea3a677","672520c748da828d1cdbaff4c4b66e44c73e88d5","2024-06-03T21:40:27-07:00","IntegraMOD","Update groupcp.php","upstream","merged","8390004044",""
"50","6be0f0e7dac700f58d593655245da39b35b38d39","296e5ca8135ad591be9c90f7a5957a0ec0c4c51e","fe1f75a293ad3387d849ea7a8f4907ffe280f980","2024-06-09T14:22:28-07:00","IntegraMOD","responsive template updates","upstream","merged","8390004044",""
"51","33aa0ad424268f654b7e498a27c4eb76bf4a9b38","b7ad648619115f806b542f29296b6ff4fd6b6429","6be0f0e7dac700f58d593655245da39b35b38d39","2024-06-10T16:14:13-07:00","IntegraMOD","a few responsive tweaks","upstream","merged","8390004044",""
"52","592a4d8984455b4acb42b783f699337064e8cf1c","1cdc55a1c89419af6694086a865bf44c1b93c5a5","33aa0ad424268f654b7e498a27c4eb76bf4a9b38","2024-07-14T19:33:22-07:00","IntegraMOD","php8 updates","upstream","merged","8390004044",""
"53","73438b8e5a3119abfc54b34b3625061bbb6c76ec","57afff41bc5fc488fc4509cd8f347839a52dbb61","592a4d8984455b4acb42b783f699337064e8cf1c","2024-07-16T10:32:21-07:00","IntegraMOD","replace missing social net fields","upstream","merged","8390004044",""
"54","a1eae1cb6459fe0815e6f8a9e68fb7b23e048058","5b770e8ebb2dc76f236d66b16fed83a4f0daf331","73438b8e5a3119abfc54b34b3625061bbb6c76ec","2024-07-16T12:40:24-07:00","IntegraMOD","missing profile icons","upstream","merged","8390004044",""
"55","3526f9095609cc016e664bd20db6f018d621e28e","53dcb3c55bfbe5071278f4ae2daaf6ae3ff5fdcb","a1eae1cb6459fe0815e6f8a9e68fb7b23e048058","2024-07-17T10:58:23-07:00","IntegraMOD","php8.3.9","upstream","merged","8390004044",""
"56","5bea46bb894f2ea63b72187ccb020a7a2136d111","16457c54431cf8f2716dbc9abfdc0fdf5da93870","3526f9095609cc016e664bd20db6f018d621e28e","2024-07-17T11:49:40-07:00","IntegraMOD","fix typo","upstream","merged","8390004044",""
"57","336dc81c0b7140f3e77465a40ff16f1d2de94f83","af5aa5e92a374ec60d24194b185c047c87311c8b","5bea46bb894f2ea63b72187ccb020a7a2136d111","2024-07-18T11:55:51-07:00","IntegraMOD","Update admin_forumauth.php","upstream","merged","8390004044",""
"58","5339c536c8da8ec55ba608d9a0aa63bb013299de","97f698529732e1e80386da3e45e5c3ca99985977","336dc81c0b7140f3e77465a40ff16f1d2de94f83","2024-07-18T12:42:49-07:00","IntegraMOD","admin header link fix, php8 fixes","upstream","merged","8390004044",""
"59","d2b3f68a2c91d7692fa2137dc9c56ebf131dde7d","c8fd7571f8f0167f08d43dae4e96b55477f8e9f5","5339c536c8da8ec55ba608d9a0aa63bb013299de","2024-07-19T17:08:27-07:00","IntegraMOD","fix registration errors","upstream","merged","8390004044",""
"60","19799a9d2ea69b02b83ff0c5504943f8261823f3","5f1f66496678b4ec404cb739ad1e88035669785f","d2b3f68a2c91d7692fa2137dc9c56ebf131dde7d","2024-07-21T14:14:29-07:00","IntegraMOD","Update functions.php","upstream","merged","8390004044",""
"61","f20a6cd51ee7fb53e9e228060a80f13b2a4a6016","cdd9a68f626a9a64b7d4deb0393af474c9a4f83d","19799a9d2ea69b02b83ff0c5504943f8261823f3","2024-07-22T22:10:22-07:00","IntegraMOD","Fix avatar gallery","upstream","merged","8390004044",""
"62","00ce5c1e6e4d4f03106086a62eb726dbb9ba2d63","3600df56858d0535ed5aa956b51dbf7661e51c40","f20a6cd51ee7fb53e9e228060a80f13b2a4a6016","2024-07-26T11:10:23-07:00","IntegraMOD","Update sessions.php","upstream","merged","8390004044",""
"63","1ab5077dfd826fd57e60b256aa7edcecf8f52027","509e1b4aab3a02e218edbf1eea9f3a1e8eba9783","00ce5c1e6e4d4f03106086a62eb726dbb9ba2d63","2024-07-26T11:57:47-07:00","IntegraMOD","Update sessions.php","upstream","merged","8390004044",""
"64","f17e0b6f53847fa08dc244768c874ce50650c69a","8ff7c5d09e29349ecae5dd25af8257a82a10920f","1ab5077dfd826fd57e60b256aa7edcecf8f52027","2024-08-03T15:29:38-07:00","IntegraMOD","IM Portal for phpBB2x","upstream","merged","8390004044",""
"65","a756de9a13976d3f2a8c4db800b72b92690f851a","9a242a4978a400d324d6cb1003bc2befbb6d1ab2","f17e0b6f53847fa08dc244768c874ce50650c69a","2024-08-03T15:32:25-07:00","IntegraMOD","Update","upstream","merged","8390004044",""
"66","5c72fa5366581a496b1e50e3ae57198766790ae1","6d5661361a6c4acea71d1b9f2a4d5ab341c9f154","a756de9a13976d3f2a8c4db800b72b92690f851a","2024-08-03T16:24:13-07:00","IntegraMOD","Update functions_portal.php","upstream","merged","8390004044",""
"67","f32cb6c47cf3341f7282fda630694d9e5576bd5b","46abfa3be2639e6886db98ff3d97233f81b8b9d1","5c72fa5366581a496b1e50e3ae57198766790ae1","2024-08-03T16:46:57-07:00","IntegraMOD","Update blocks_imp_recent_topics.php","upstream","merged","8390004044",""
"68","fcbe084eb44a69d59cadec18ff2bfad153935225","b01b310dc8ea9f08c2b009fe3dd2ee5d246a8d4a","f32cb6c47cf3341f7282fda630694d9e5576bd5b","2024-08-03T17:36:02-07:00","IntegraMOD","Update blocks_imp_recent_topics.php","upstream","merged","8390004044",""
"69","0427498ff5cdfc08ff6650253110cb3ef9fda72d","19cf659a276a490b31a3eaf36a6c563af0b49e40","fcbe084eb44a69d59cadec18ff2bfad153935225","2024-08-03T18:41:20-07:00","IntegraMOD","Admin Userlist","upstream","merged","8390004044",""
"70","4d8fa937d9598c88bd71a6fb525188ba65d357fa","8856e8d3564e1468cde5f40e674c753349ce19b4","0427498ff5cdfc08ff6650253110cb3ef9fda72d","2024-08-03T18:57:01-07:00","IntegraMOD","Update blocks_imp_online_users.php","upstream","merged","8390004044",""
"71","41f989bab281dcc82c8e46a7199397866d2b17cd","94b16c4071856bcad2b42a7b1134b836b3c17f7a","4d8fa937d9598c88bd71a6fb525188ba65d357fa","2024-08-06T07:01:17-07:00","IntegraMOD","Update README.md","upstream","merged","8390004044",""
"72","610a1da40a93502c870d15b8b32b449468486e7b","dfa5cde229f4e438b8a62a4444b72256ebe77bc7","41f989bab281dcc82c8e46a7199397866d2b17cd","2024-08-06T12:31:02-05:00","Ray","Install Updates","upstream","merged","8390004044",""
"73","3ada5bcc60e2bf0ceafa12b2361cccc219b436ba","32207f8c7a674e350bb56b562ffff0e94d445b7f","610a1da40a93502c870d15b8b32b449468486e7b","2024-08-06T22:34:17-05:00","Ray","Update to Functions Install Instructions","upstream","merged","8390004044",""
"74","9acc5d39d0fce166d9ffda6c4246848f455b7736","0addd0ac1007a5fa40bac122002c59d7e4b740f6","4d8fa937d9598c88bd71a6fb525188ba65d357fa","2024-08-06T16:11:08-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"75","515050232f1380377266a488958f05989cc72798","975aebfb1cabc17ea617f75353475aea6663aeb0","9acc5d39d0fce166d9ffda6c4246848f455b7736 41f989bab281dcc82c8e46a7199397866d2b17cd","2024-08-06T16:11:22-07:00","IntegraMOD","Merge branch 'main' of https://github.com/IntegraMOD/phpBB2x","upstream","merged","8390004044",""
"76","adb2e1fe8c768415e5384821946400684c873252","7a84492a5af0835bdd6f7d3b475674076d2f7f61","515050232f1380377266a488958f05989cc72798 610a1da40a93502c870d15b8b32b449468486e7b","2024-08-06T18:43:21-07:00","IntegraMOD","Merge pull request #2 from MWE001/main","upstream","merged","8390004044",""
"77","ec7cb594a9b74c40b71ea450f5031e5188cee742","eb8fd71d9fd207bc55de64313aa1439382380e19","3ada5bcc60e2bf0ceafa12b2361cccc219b436ba adb2e1fe8c768415e5384821946400684c873252","2024-08-06T22:35:48-05:00","Ray","Merge branch 'IntegraMOD:main' into main","upstream","merged","8390004044",""
"78","d4457c8a275321964cb74ee9bddb1a0d6abd7529","18e4a776a4154f5e7128c3844674f225a3311208","adb2e1fe8c768415e5384821946400684c873252 ec7cb594a9b74c40b71ea450f5031e5188cee742","2024-08-07T13:09:38-07:00","IntegraMOD","Merge pull request #3 from MWE001/main","upstream","merged","8390004044",""
"79","f99c333306747d1eeb737b4cd7c0cf2d8bef4c4a","b4fb864175afbca7d22381c20c7d4c4fcbbcba03","d4457c8a275321964cb74ee9bddb1a0d6abd7529","2024-08-08T10:01:22-07:00","IntegraMOD","Update admin_forums.php","upstream","merged","8390004044",""
"80","49188abd133579e798475b4a25f3b63efa517506","ae78b16c4ea7f5c3e75e9cd2836e717bbdf9c9d1","f99c333306747d1eeb737b4cd7c0cf2d8bef4c4a","2024-08-08T11:17:07-07:00","IntegraMOD","Update viewtopic.php","upstream","merged","8390004044",""
"81","cc953957526f94009572a50e81e863698b154a6d","c0be657cdee93b60668610e671effcbf146e0373","ec7cb594a9b74c40b71ea450f5031e5188cee742","2024-08-08T11:44:48-05:00","Ray","Update admin_smilies.php","upstream","merged","8390004044",""
"82","d265e7ac1b69b8c5ac638c371fcabd3781ef6f9b","ac83ce4bfb35a6d1bbd3aae868bad075940052c3","f99c333306747d1eeb737b4cd7c0cf2d8bef4c4a cc953957526f94009572a50e81e863698b154a6d","2024-08-08T10:18:45-07:00","IntegraMOD","Merge pull request #6 from MWE001/main","upstream","merged","8390004044",""
"83","1cf08a9d36fa3688441c4becbbfb27fa9a70717d","74279a623ad52ca7f9da7d2de4155c27922e4208","49188abd133579e798475b4a25f3b63efa517506 d265e7ac1b69b8c5ac638c371fcabd3781ef6f9b","2024-08-08T11:17:34-07:00","IntegraMOD","Merge branch 'main' of https://github.com/IntegraMOD/phpBB2x","upstream","merged","8390004044",""
"84","a6679e21923b6b24c6bf9f32dfa529ab1b3e6ce1","4a233808f500d8cfe2fafee56bb35d7bff775934","d265e7ac1b69b8c5ac638c371fcabd3781ef6f9b","2024-08-08T12:48:05-05:00","Ray","Update admin_db_utilities.php","upstream","merged","8390004044",""
"85","fc37ef9962611111c03ed37911bbacf9e6b4a510","44e6fed0c5db8f3bd6cbd25bbc50dbbfd65c686f","1cf08a9d36fa3688441c4becbbfb27fa9a70717d a6679e21923b6b24c6bf9f32dfa529ab1b3e6ce1","2024-08-08T11:20:55-07:00","IntegraMOD","Merge pull request #7 from MWE001/main","upstream","merged","8390004044",""
"86","4a626739b62b2cf36d8d2a06d8c12b9511b6a6f7","2ea6f933587862626289cbc3d52a046cf98715ac","fc37ef9962611111c03ed37911bbacf9e6b4a510","2024-08-08T11:38:24-07:00","IntegraMOD","Update admin_db_utilities.php","upstream","merged","8390004044",""
"87","94c05f8b9520eed5f907dd4945ea7496d7a7997d","408c6b5a60177ebb1bd4b1d7ea3f76fd906c1aa9","4a626739b62b2cf36d8d2a06d8c12b9511b6a6f7","2024-08-08T13:45:01-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"88","508ac504dede2099a8205e2813ab6285410e37dc","fa9f3123e5365824861dd055c75cd36d748ff4c5","94c05f8b9520eed5f907dd4945ea7496d7a7997d","2024-08-08T14:57:05-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"89","5690c9112f7e930590d406bc6243f2767becec16","a9625bb20355e017499cf5a961520717b6065a70","4a626739b62b2cf36d8d2a06d8c12b9511b6a6f7","2024-08-08T16:02:07-05:00","Ray","Update sql_parse.php","upstream","merged","8390004044",""
"90","01fb5cee8193bb5cd9b4aa513e3466eec9a87853","c7cb7624afbaa3818d8d2aead9c9c04e03708a6c","5690c9112f7e930590d406bc6243f2767becec16 94c05f8b9520eed5f907dd4945ea7496d7a7997d","2024-08-08T16:12:41-05:00","Ray","Merge branch 'IntegraMOD:main' into main","upstream","merged","8390004044",""
"91","b27e15752fb6ee383504445ed2ba3cb3352def25","b396a2a9ca72217fc5837cd637c549a800bca90a","508ac504dede2099a8205e2813ab6285410e37dc 01fb5cee8193bb5cd9b4aa513e3466eec9a87853","2024-08-08T15:12:08-07:00","IntegraMOD","Merge pull request #9 from MWE001/main","upstream","merged","8390004044",""
"92","88a4537cd448ea602775cc16344ec65523a585e2","23d8ae9afe9843284a71efb7440d33559e9245a2","b27e15752fb6ee383504445ed2ba3cb3352def25","2024-08-08T16:46:34-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"93","09a24916cdfbd7868ce5385b714e40fa1934d893","2f99054f2c3ed9a17785cfab4954ac13a75e018b","88a4537cd448ea602775cc16344ec65523a585e2","2024-08-08T17:35:49-07:00","IntegraMOD","Update admin_forums.php","upstream","merged","8390004044",""
"94","1377b2868668f5ecdb3a88a118cf32d71d73a849","569a974e9a14a467c708e3965b55cdfb0e0c3dcc","09a24916cdfbd7868ce5385b714e40fa1934d893","2024-08-08T19:50:03-05:00","Ray","Update install.php","upstream","merged","8390004044",""
"95","4e324d680b56ea07db263eb20c834a09ea5642ae","2b9ab9bb971af37aed3ed44004d1d74af1528b70","09a24916cdfbd7868ce5385b714e40fa1934d893 1377b2868668f5ecdb3a88a118cf32d71d73a849","2024-08-08T18:35:54-07:00","IntegraMOD","Merge pull request #11 from MWE001/main","upstream","merged","8390004044",""
"96","56cf23f86d615e21b7ccc4e2208dde1023fffbc3","f37e2c9f1701aad2bb5ff458d14f2b42d3d9ac57","4e324d680b56ea07db263eb20c834a09ea5642ae","2024-08-08T18:45:01-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"97","1d73ae4ae94e4599580c6bbb67b2ef5766ae1d54","3994a337068029a008bd1ecfb97ba9184ff5b554","1377b2868668f5ecdb3a88a118cf32d71d73a849","2024-08-08T21:02:51-05:00","Ray","Posting bugs Fixed for 8.3 php","upstream","merged","8390004044",""
"98","728ed5f68328d688263f5686e6133a3e6cbda968","ba473de4940594250696290ee2b64a44fd881fef","56cf23f86d615e21b7ccc4e2208dde1023fffbc3 1d73ae4ae94e4599580c6bbb67b2ef5766ae1d54","2024-08-08T20:14:14-07:00","IntegraMOD","Merge pull request #13 from MWE001/main","upstream","merged","8390004044",""
"99","a65aef289649a1dbe7368ca0b34e5aba16e72809","4ca45c37b647e55d90f0dbb860fdaa45d8b1efc5","728ed5f68328d688263f5686e6133a3e6cbda968","2024-08-09T14:56:26-05:00","Ray","Update admin_ranks.php","upstream","merged","8390004044",""
"100","63fc38b0a98d801c37eb84b5a23bf4d6883d7c1a","a7193357ac371ca38ff7c41152af442092802d2f","728ed5f68328d688263f5686e6133a3e6cbda968","2024-08-09T11:18:28-07:00","IntegraMOD","Update usercp_register.php","upstream","merged","8390004044",""
